sample,score_top5_mean,num_pairs,top_values,csv_path
sample_009817,0.99428559,20,0.99588132;0.99481010;0.99430650;0.99380738;0.99262267,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009817_dinov2_base_adjacent_similarity.csv
sample_002635,0.99428320,20,0.99555969;0.99542034;0.99465787;0.99380958;0.99196851,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002635_dinov2_base_adjacent_similarity.csv
sample_009760,0.99427602,20,0.99556684;0.99548554;0.99348968;0.99346107;0.99337697,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009760_dinov2_base_adjacent_similarity.csv
sample_009768,0.99426626,20,0.99471390;0.99466360;0.99442947;0.99377751;0.99374682,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009768_dinov2_base_adjacent_similarity.csv
sample_000056,0.99426146,20,0.99693853;0.99580324;0.99510992;0.99221569;0.99123991,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000056_dinov2_base_adjacent_similarity.csv
sample_004905,0.99425323,20,0.99701601;0.99663365;0.99504167;0.99356598;0.98900884,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004905_dinov2_base_adjacent_similarity.csv
sample_009826,0.99425302,20,0.99529219;0.99498212;0.99376714;0.99363363;0.99359000,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009826_dinov2_base_adjacent_similarity.csv
sample_009830,0.99423010,20,0.99517989;0.99511600;0.99464160;0.99317360;0.99303943,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009830_dinov2_base_adjacent_similarity.csv
sample_009834,0.99421886,20,0.99460554;0.99444985;0.99439293;0.99400520;0.99364078,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009834_dinov2_base_adjacent_similarity.csv
sample_009803,0.99421483,20,0.99509233;0.99502701;0.99410307;0.99348563;0.99336612,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009803_dinov2_base_adjacent_similarity.csv
sample_009701,0.99421042,20,0.99522638;0.99504822;0.99444389;0.99367130;0.99266231,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009701_dinov2_base_adjacent_similarity.csv
sample_000425,0.99421024,20,0.99636620;0.99577147;0.99498188;0.99237025;0.99156141,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000425_dinov2_base_adjacent_similarity.csv
sample_009692,0.99420245,20,0.99607003;0.99480605;0.99413598;0.99300480;0.99299538,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009692_dinov2_base_adjacent_similarity.csv
sample_009621,0.99417751,20,0.99799562;0.99679136;0.99442041;0.99167633;0.99000382,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009621_dinov2_base_adjacent_similarity.csv
sample_000423,0.99416474,20,0.99487978;0.99484539;0.99482083;0.99320507;0.99307263,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000423_dinov2_base_adjacent_similarity.csv
sample_000677,0.99413023,20,0.99646366;0.99560869;0.99532902;0.99450421;0.98874557,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000677_dinov2_base_adjacent_similarity.csv
sample_009730,0.99411849,20,0.99441105;0.99415386;0.99412227;0.99407679;0.99382848,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009730_dinov2_base_adjacent_similarity.csv
sample_000033,0.99411293,20,0.99651772;0.99529785;0.99321175;0.99305785;0.99247950,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000033_dinov2_base_adjacent_similarity.csv
sample_009569,0.99407207,20,0.99569023;0.99555033;0.99419904;0.99343753;0.99148321,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009569_dinov2_base_adjacent_similarity.csv
sample_009766,0.99407095,20,0.99519944;0.99413687;0.99387407;0.99386632;0.99327803,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009766_dinov2_base_adjacent_similarity.csv
sample_009749,0.99405448,20,0.99545395;0.99455607;0.99387485;0.99366993;0.99271762,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009749_dinov2_base_adjacent_similarity.csv
sample_009829,0.99404205,20,0.99584365;0.99534923;0.99347764;0.99302214;0.99251759,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009829_dinov2_base_adjacent_similarity.csv
sample_010617,0.99403238,20,0.99594998;0.99590206;0.99484295;0.99302363;0.99044329,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_010617_dinov2_base_adjacent_similarity.csv
sample_009733,0.99401417,20,0.99545228;0.99435425;0.99363917;0.99346066;0.99316448,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009733_dinov2_base_adjacent_similarity.csv
sample_000043,0.99400642,20,0.99591434;0.99590546;0.99511039;0.99251378;0.99058813,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000043_dinov2_base_adjacent_similarity.csv
sample_007368,0.99398423,20,0.99532145;0.99486446;0.99363923;0.99354148;0.99255455,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_007368_dinov2_base_adjacent_similarity.csv
sample_009824,0.99397241,20,0.99556440;0.99443007;0.99359399;0.99331814;0.99295545,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009824_dinov2_base_adjacent_similarity.csv
sample_009746,0.99394133,20,0.99630427;0.99444473;0.99407589;0.99285400;0.99202776,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009746_dinov2_base_adjacent_similarity.csv
sample_009629,0.99393692,20,0.99742842;0.99564755;0.99432784;0.99296266;0.98931813,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009629_dinov2_base_adjacent_similarity.csv
sample_009835,0.99393537,20,0.99546301;0.99490160;0.99427348;0.99330533;0.99173343,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009835_dinov2_base_adjacent_similarity.csv
sample_009728,0.99392328,20,0.99472868;0.99455464;0.99428368;0.99343216;0.99261725,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009728_dinov2_base_adjacent_similarity.csv
sample_000541,0.99390541,20,0.99714136;0.99649912;0.99341375;0.99318415;0.98928869,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000541_dinov2_base_adjacent_similarity.csv
sample_009712,0.99388909,20,0.99530315;0.99439460;0.99401653;0.99370044;0.99203074,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009712_dinov2_base_adjacent_similarity.csv
sample_009735,0.99387753,20,0.99514818;0.99426192;0.99387705;0.99314475;0.99295574,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009735_dinov2_base_adjacent_similarity.csv
sample_000044,0.99387485,20,0.99491644;0.99402100;0.99398112;0.99324131;0.99321437,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000044_dinov2_base_adjacent_similarity.csv
sample_009734,0.99387108,20,0.99438322;0.99429262;0.99418765;0.99330282;0.99318910,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009734_dinov2_base_adjacent_similarity.csv
sample_000039,0.99386565,20,0.99612534;0.99509561;0.99508238;0.99263102;0.99039388,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000039_dinov2_base_adjacent_similarity.csv
sample_009697,0.99385936,20,0.99580455;0.99528593;0.99283189;0.99283016;0.99254429,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009697_dinov2_base_adjacent_similarity.csv
sample_000014,0.99385313,20,0.99603462;0.99489301;0.99460071;0.99292701;0.99081028,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000014_dinov2_base_adjacent_similarity.csv
sample_009806,0.99384864,20,0.99547243;0.99424654;0.99390411;0.99390137;0.99171877,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009806_dinov2_base_adjacent_similarity.csv
sample_009710,0.99384091,20,0.99529666;0.99415553;0.99353397;0.99314195;0.99307644,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009710_dinov2_base_adjacent_similarity.csv
sample_009694,0.99383966,20,0.99568367;0.99397349;0.99350309;0.99340928;0.99262875,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009694_dinov2_base_adjacent_similarity.csv
sample_000016,0.99383551,20,0.99648374;0.99540210;0.99267220;0.99231762;0.99230188,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000016_dinov2_base_adjacent_similarity.csv
sample_009570,0.99383340,20,0.99542248;0.99418736;0.99358225;0.99309027;0.99288464,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009570_dinov2_base_adjacent_similarity.csv
sample_000625,0.99382486,20,0.99591362;0.99575526;0.99567485;0.99292177;0.98885882,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000625_dinov2_base_adjacent_similarity.csv
sample_009703,0.99382210,20,0.99449718;0.99443942;0.99420190;0.99302739;0.99294460,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009703_dinov2_base_adjacent_similarity.csv
sample_009695,0.99381558,20,0.99471551;0.99471307;0.99381542;0.99330080;0.99253309,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009695_dinov2_base_adjacent_similarity.csv
sample_009736,0.99381254,20,0.99462104;0.99385369;0.99384141;0.99363565;0.99311090,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009736_dinov2_base_adjacent_similarity.csv
sample_000019,0.99381114,20,0.99615061;0.99602181;0.99420297;0.99171352;0.99096680,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000019_dinov2_base_adjacent_similarity.csv
sample_009822,0.99380561,20,0.99444687;0.99422121;0.99410093;0.99358821;0.99267083,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009822_dinov2_base_adjacent_similarity.csv
sample_009711,0.99380162,20,0.99564755;0.99509233;0.99444097;0.99220616;0.99162108,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009711_dinov2_base_adjacent_similarity.csv
sample_000692,0.99379016,20,0.99640000;0.99638700;0.99606943;0.99559683;0.98449755,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000692_dinov2_base_adjacent_similarity.csv
sample_000431,0.99378779,20,0.99792838;0.99518824;0.99473280;0.99439341;0.98669612,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000431_dinov2_base_adjacent_similarity.csv
sample_009687,0.99377972,20,0.99534833;0.99461794;0.99328727;0.99312377;0.99252129,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009687_dinov2_base_adjacent_similarity.csv
sample_009751,0.99377589,20,0.99613076;0.99415028;0.99349749;0.99255466;0.99254626,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009751_dinov2_base_adjacent_similarity.csv
sample_009888,0.99376640,20,0.99546736;0.99498034;0.99395764;0.99250388;0.99192280,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009888_dinov2_base_adjacent_similarity.csv
sample_009794,0.99375118,20,0.99551469;0.99528646;0.99314547;0.99264044;0.99216884,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009794_dinov2_base_adjacent_similarity.csv
sample_000702,0.99374324,20,0.99505496;0.99469364;0.99410403;0.99339449;0.99146909,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000702_dinov2_base_adjacent_similarity.csv
sample_009691,0.99373217,20,0.99451184;0.99400592;0.99384493;0.99359232;0.99270582,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009691_dinov2_base_adjacent_similarity.csv
sample_009631,0.99372865,20,0.99723601;0.99566019;0.99544084;0.99239969;0.98790652,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009631_dinov2_base_adjacent_similarity.csv
sample_000047,0.99372449,20,0.99565482;0.99409616;0.99326456;0.99320590;0.99240100,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000047_dinov2_base_adjacent_similarity.csv
sample_009814,0.99369870,20,0.99525702;0.99429071;0.99408054;0.99278229;0.99208295,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009814_dinov2_base_adjacent_similarity.csv
sample_009715,0.99369577,20,0.99482667;0.99450916;0.99357218;0.99330753;0.99226332,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009715_dinov2_base_adjacent_similarity.csv
sample_000449,0.99369219,20,0.99516004;0.99448764;0.99395025;0.99286163;0.99200141,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000449_dinov2_base_adjacent_similarity.csv
sample_004903,0.99367588,20,0.99517006;0.99446732;0.99419773;0.99408972;0.99045455,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004903_dinov2_base_adjacent_similarity.csv
sample_002598,0.99367505,20,0.99761510;0.99468082;0.99427760;0.99301708;0.98878467,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002598_dinov2_base_adjacent_similarity.csv
sample_009792,0.99367229,20,0.99497163;0.99496311;0.99413347;0.99277323;0.99151999,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009792_dinov2_base_adjacent_similarity.csv
sample_000647,0.99365841,20,0.99734527;0.99597424;0.99414641;0.99412990;0.98669624,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000647_dinov2_base_adjacent_similarity.csv
sample_009627,0.99364671,20,0.99733973;0.99514842;0.99272609;0.99224812;0.99077117,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009627_dinov2_base_adjacent_similarity.csv
sample_000015,0.99363033,20,0.99657601;0.99580467;0.99506426;0.99304354;0.98766315,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000015_dinov2_base_adjacent_similarity.csv
sample_009676,0.99362446,20,0.99478823;0.99378645;0.99338853;0.99309903;0.99306005,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009676_dinov2_base_adjacent_similarity.csv
sample_009740,0.99362041,20,0.99450940;0.99439895;0.99342191;0.99321806;0.99255371,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009740_dinov2_base_adjacent_similarity.csv
sample_009719,0.99360721,20,0.99520183;0.99457210;0.99368018;0.99244463;0.99213731,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009719_dinov2_base_adjacent_similarity.csv
sample_000042,0.99358639,20,0.99656761;0.99560928;0.99248469;0.99192530;0.99134505,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000042_dinov2_base_adjacent_similarity.csv
sample_009565,0.99358318,20,0.99564451;0.99503797;0.99375570;0.99174762;0.99173009,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009565_dinov2_base_adjacent_similarity.csv
sample_000621,0.99357677,20,0.99639547;0.99545944;0.99477184;0.99404466;0.98721242,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000621_dinov2_base_adjacent_similarity.csv
sample_009813,0.99357140,20,0.99468100;0.99466473;0.99375677;0.99286693;0.99188757,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009813_dinov2_base_adjacent_similarity.csv
sample_009573,0.99354603,20,0.99617064;0.99474347;0.99407285;0.99146819;0.99127501,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009573_dinov2_base_adjacent_similarity.csv
sample_009614,0.99354078,20,0.99668467;0.99320138;0.99313527;0.99241352;0.99226904,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009614_dinov2_base_adjacent_similarity.csv
sample_002596,0.99353777,20,0.99495596;0.99470437;0.99339831;0.99279827;0.99183196,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002596_dinov2_base_adjacent_similarity.csv
sample_000026,0.99353290,20,0.99606919;0.99600995;0.99494731;0.99411291;0.98652512,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000026_dinov2_base_adjacent_similarity.csv
sample_009714,0.99350446,20,0.99671757;0.99355090;0.99332863;0.99209940;0.99182582,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009714_dinov2_base_adjacent_similarity.csv
sample_000045,0.99350170,20,0.99557030;0.99548078;0.99325860;0.99177063;0.99142820,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000045_dinov2_base_adjacent_similarity.csv
sample_004910,0.99349811,20,0.99586385;0.99523354;0.99383652;0.99242955;0.99012709,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004910_dinov2_base_adjacent_similarity.csv
sample_004896,0.99348621,20,0.99504936;0.99482036;0.99451840;0.99186444;0.99117851,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004896_dinov2_base_adjacent_similarity.csv
sample_001036,0.99347656,20,0.99717689;0.99491304;0.99456751;0.99298793;0.98773742,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_001036_dinov2_base_adjacent_similarity.csv
sample_009699,0.99347602,20,0.99540854;0.99471265;0.99298930;0.99228096;0.99198866,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009699_dinov2_base_adjacent_similarity.csv
sample_000055,0.99347599,20,0.99789602;0.99468333;0.99457860;0.99336141;0.98686057,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000055_dinov2_base_adjacent_similarity.csv
sample_009743,0.99347513,20,0.99477798;0.99424064;0.99397933;0.99239624;0.99198145,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009743_dinov2_base_adjacent_similarity.csv
sample_009815,0.99347172,20,0.99535370;0.99448365;0.99280596;0.99241024;0.99230504,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009815_dinov2_base_adjacent_similarity.csv
sample_009612,0.99346970,20,0.99711055;0.99369001;0.99327219;0.99263334;0.99064243,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009612_dinov2_base_adjacent_similarity.csv
sample_009796,0.99345913,20,0.99496019;0.99442029;0.99420524;0.99218541;0.99152452,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009796_dinov2_base_adjacent_similarity.csv
sample_009800,0.99345796,20,0.99547076;0.99532235;0.99355310;0.99209350;0.99085009,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009800_dinov2_base_adjacent_similarity.csv
sample_004901,0.99344969,20,0.99653637;0.99452627;0.99242961;0.99204177;0.99171442,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_004901_dinov2_base_adjacent_similarity.csv
sample_009682,0.99344531,20,0.99402916;0.99389118;0.99346232;0.99311554;0.99272835,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009682_dinov2_base_adjacent_similarity.csv
sample_000533,0.99343675,20,0.99701703;0.99424660;0.99389797;0.99109328;0.99092889,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000533_dinov2_base_adjacent_similarity.csv
sample_009571,0.99342510,20,0.99515051;0.99471605;0.99282968;0.99275458;0.99167466,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009571_dinov2_base_adjacent_similarity.csv
sample_000025,0.99339564,20,0.99756396;0.99301547;0.99244511;0.99229455;0.99165910,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_000025_dinov2_base_adjacent_similarity.csv
sample_009795,0.99339251,20,0.99525118;0.99473768;0.99425238;0.99202609;0.99069524,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_009795_dinov2_base_adjacent_similarity.csv
sample_002642,0.99339086,20,0.99483156;0.99337506;0.99323440;0.99307573;0.99243754,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002642_dinov2_base_adjacent_similarity.csv
sample_002655,0.99336896,20,0.99777627;0.99743557;0.99378526;0.99095416;0.98689353,/media/datasets/yumi/hjh/datasets/agibot_v2_uncleaned_dino/sample_002655_dinov2_base_adjacent_similarity.csv
